symbol,name,reportDate,fiscalDateEnding,estimate,currency,timeOfTheDay
HKXCF,HKXCF,2026-04-29,2026-03-31,3.51,USD,
HKXCY,HKXCY,2026-04-29,2026-03-31,0.4249,USD,
HL-PB,HL-PB,2026-04-29,2026-03-31,,USD,
HLF,HERBALIFE LTD,2026-04-29,2026-03-31,0.55,USD,
HLN,HALEON PLC,2026-04-29,2026-03-31,,USD,pre-market
HNCUF,HNCUF,2026-04-29,2026-03-31,,USD,
HNI,HNI CORP,2026-04-29,2026-03-31,0.4975,USD,
HOOD,ROBINHOOD MARKETS INC - CLASS A,2026-04-29,2026-03-31,0.54,USD,
HOYFF,HOYFF,2026-04-29,2026-03-31,0.58,USD,
HP,HELMERICH & PAYNE INC,2026-04-29,2026-03-31,0.057,USD,
HROGF,HROGF,2026-04-29,2026-03-31,,USD,
HRZN,HORIZON TECHNOLOGY FINANCE CORP,2026-04-29,2026-03-31,0.2531,USD,
HST,HOST HOTELS & RESORTS INCORPORATED,2026-04-29,2026-03-31,0.61,USD,
HTLD,HEARTLAND EXPRESS INC,2026-04-29,2026-03-31,-0.13,USD,
HTROF,HTROF,2026-04-29,2026-03-31,0.32,USD,
HUBB,HUBBELL INC,2026-04-29,2026-03-31,3.9,USD,
HUBC,HUB CYBER SECURITY LTD,2026-04-29,2026-03-31,,USD,
HUM,HUMANA INC,2026-04-29,2026-03-31,9.84,USD,
HUSIF,HUSIF,2026-04-29,2026-03-31,0.02,USD,
HVT,HAVERTY FURNITURE COS. INC,2026-04-29,2026-03-31,0.27,USD,
HVT.A,HAVERTY FURNITURE COMPANIES INCORPORATED,2026-04-29,2026-03-31,,USD,
HWBK,HAWTHORN BANCSHARES INCORPORATED,2026-04-29,2026-03-31,,USD,
HWM,HOWMET AEROSPACE INC,2026-04-29,2026-03-31,,USD,
HWM-P,HOWMET AEROSPACE INC 375 PREFERRED STOCK,2026-04-29,2026-03-31,,USD,
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,2026-04-29,2026-03-31,0.484,USD,
IBDRY,IBDRY,2026-04-29,2026-03-31,,USD,
IBDSF,IBDSF,2026-04-29,2026-03-31,,USD,
IFMNF,IFMNF,2026-04-29,2026-03-31,,USD,
IMTCF,IMTCF,2026-04-29,2026-03-31,,USD,
IMYSF,IMYSF,2026-04-29,2026-03-31,,USD,
INN,SUMMIT HOTEL PROPERTIES INCORPORATED,2026-04-29,2026-03-31,0.19,USD,
INVH,INVITATION HOMES INC,2026-04-29,2026-03-31,0.48,USD,
IOCJY,IOCJY,2026-04-29,2026-03-31,0.0156,USD,
IONS,IONIS PHARMACEUTICALS INC,2026-04-29,2026-03-31,-0.78,USD,
IP,INTERNATIONAL PAPER COMPANY,2026-04-29,2026-03-31,0.29,USD,
IRT,INDEPENDENCE REALTY TRUST INCORPORATED,2026-04-29,2026-03-31,0.28,USD,
ISMAF,ISMAF,2026-04-29,2026-03-31,0.49,USD,
ITW,ILLINOIS TOOL WORKS INC,2026-04-29,2026-03-31,2.56,USD,
IVF,INVO FERTILITY INCORPORATED,2026-04-29,2025-12-31,,USD,
IVT,INVENTRUST PROPERTIES CORPORATION,2026-04-29,2026-03-31,0.47,USD,
IVTBF,IVTBF,2026-04-29,2026-03-31,,USD,
JAKK,JAKKS PACIFIC INC,2026-04-29,2026-03-31,-1.14,USD,
JAPSY,JAPSY,2026-04-29,2026-03-31,,USD,
JBSS,SANFILIPPO (JOHN B.) & SON INC,2026-04-29,2026-03-31,1.16,USD,
JECFF,JECFF,2026-04-29,2026-03-31,,USD,
JNPR,JNPR,2026-04-29,2026-03-31,,USD,
JVCZY,JVCZY,2026-04-29,2026-03-31,,USD,
JZ,JIANZHI EDUCATION TECHNOLOGY GROUP COMPANY LIMITED,2026-04-29,2025-12-31,,USD,
K,K,2026-04-29,2026-03-31,,USD,
KAEPF,KAEPF,2026-04-29,2026-03-31,2.7,USD,
KGC,KINROSS GOLD CORP,2026-04-29,2026-03-31,0.7909,USD,
KKOYF,KKOYF,2026-04-29,2026-03-31,0.14,USD,
KKPNF,KKPNF,2026-04-29,2026-03-31,,USD,
KLAC,KLA CORPORATION,2026-04-29,2026-03-31,9.15,USD,
KMBIF,KMBIF,2026-04-29,2026-03-31,0.18,USD,
KNCRF,KNCRF,2026-04-29,2026-03-31,1.11,USD,
KNYJF,KNYJF,2026-04-29,2026-03-31,0.44,USD,
KORE,KORE GROUP HOLDINGS INCORPORATED,2026-04-29,2025-12-31,-0.53,USD,
KRKKF,KRKKF,2026-04-29,2026-03-31,,USD,
KTRIF,KTRIF,2026-04-29,2026-03-31,,USD,
KYKOY,KYKOY,2026-04-29,2026-03-31,,USD,
LANV,LANVIN GROUP HOLDINGS LTD - CLASS A,2026-04-29,2025-12-31,,USD,
LARK,LANDMARK BANCORP INC,2026-04-29,2026-03-31,,USD,
LBLCF,LBLCF,2026-04-29,2026-03-31,0.51,USD,
LC,LENDINGCLUB CORP,2026-04-29,2026-03-31,0.335,USD,
LECO,LINCOLN ELECTRIC HOLDINGS INCORPORATED,2026-04-29,2026-03-31,2.39,USD,
LGCXF,LGCXF,2026-04-29,2026-03-31,,USD,
LINE,LINEAGE INCORPORATED,2026-04-29,2026-03-31,0.59,USD,
LLDTF,LLDTF,2026-04-29,2026-03-31,0.02,USD,
LMDCF,LMDCF,2026-04-29,2026-03-31,,USD,
LNCLF,LNCLF,2026-04-29,2026-03-31,,USD,
LPL,LG DISPLAY CO LTD,2026-04-29,2026-03-31,-0.0049,USD,
LUD,LUDA TECHNOLOGY GROUP LTD,2026-04-29,2026-03-31,,USD,
LUNG,PULMONX CORP,2026-04-29,2026-03-31,-0.33,USD,
LXEH,LIXIANG EDUCATION HOLDING COMPANY LIMITED,2026-04-29,2025-12-31,,USD,
LXP-PC,LXP-PC,2026-04-29,2026-03-31,,USD,
LYG,LLOYDS BANKING GROUP PLC,2026-04-29,2026-03-31,0.1274,USD,
MAA,MID-AMERICA APARTMENT COMMUNITIES INC,2026-04-29,2026-03-31,2.14,USD,
MAIFD,MAIFD,2026-04-29,2026-03-31,,USD,
MAIFF,MAIFF,2026-04-29,2026-03-31,,USD,
MAPGF,MAPGF,2026-04-29,2026-03-31,0.02,USD,
MAT,MATTEL INC,2026-04-29,2026-03-31,-0.0941,USD,
MATW,MATTHEWS INTERNATIONAL CORP - CLASS A,2026-04-29,2026-03-31,0.17,USD,
MAX,MEDIAALPHA INC - CLASS A,2026-04-29,2026-03-31,0.27,USD,
MAXN,MAXEON SOLAR TECHNOLOGIES LTD,2026-04-29,2025-12-31,,USD,
MBGYY,MBGYY,2026-04-29,2026-03-31,0.5198,USD,
MCVEF,MCVEF,2026-04-29,2026-03-31,0.14,USD,
MCW,MISTER CAR WASH INC,2026-04-29,2026-03-31,0.1,USD,
MDXG,MIMEDX GROUP INC,2026-04-29,2026-03-31,-0.03,USD,
MENEF,MENEF,2026-04-29,2026-03-31,,USD,
MEOH,METHANEX CORP,2026-04-29,2026-03-31,0.92,USD,
MET,METLIFE INC,2026-04-29,2026-03-31,2.2,USD,
META,META PLATFORMS INC - CLASS A,2026-04-29,2026-03-31,6.67,USD,
MFIN,MEDALLION FINANCIAL CORP,2026-04-29,2026-03-31,0.25,USD,
MGM,MGM RESORTS INTERNATIONAL,2026-04-29,2026-03-31,0.62,USD,
MGY,MAGNOLIA OIL & GAS CORP - CLASS A,2026-04-29,2026-03-31,0.39,USD,
MGYR,MAGYAR BANCORP INC,2026-04-29,2026-03-31,,USD,
MKL,MARKEL GROUP INC,2026-04-29,2026-03-31,25.38,USD,
MLGCF,MLGCF,2026-04-29,2026-02-28,,USD,
MLM,MARTIN MARIETTA MATERIALS INCORPORATED,2026-04-29,2026-03-31,2.56,USD,
MLPNF,MLPNF,2026-04-29,2026-02-28,,USD,
MLXSF,MLXSF,2026-04-29,2026-03-31,0.63,USD,
MNY,MONEYHERO LTD - CLASS A,2026-04-29,2026-03-31,-0.01,USD,
MONOY,MONOY,2026-04-29,2026-03-31,,USD,
MORN,MORNINGSTAR INC,2026-04-29,2026-03-31,,USD,
MRAAF,MRAAF,2026-04-29,2026-03-31,61.1,USD,
MRAAY,MRAAY,2026-04-29,2026-03-31,,USD,
MRAM,EVERSPIN TECHNOLOGIES INC,2026-04-29,2026-03-31,0.09,USD,
MSBI,MIDLAND STATES BANCORP INC,2026-04-29,2026-03-31,0.59,USD,
MSFT,MICROSOFT CORPORATION,2026-04-29,2026-03-31,4.05,USD,
MTEN,MINGTENG INTERNATIONAL CORPORATION INCORPORATED,2026-04-29,2025-12-31,,USD,
MTG,MGIC INVESTMENT CORP,2026-04-29,2026-03-31,0.74,USD,
MVBF,MVB FINANCIAL CORP,2026-04-29,2026-03-31,0.35,USD,
MXLGF,MXLGF,2026-04-29,2026-03-31,,USD,
MYRG,MYR GROUP INC,2026-04-29,2026-03-31,1.9,USD,
MZTI,THE MARZETTI COMPANY,2026-04-29,2026-03-31,,USD,
NAVI,NAVIENT CORP,2026-04-29,2026-03-31,0.18,USD,
NBIS,NEBIUS GROUP N.V. - CLASS A,2026-04-29,2026-03-31,-57.73,USD,
NBR,NABORS INDUSTRIES LTD,2026-04-29,2026-03-31,-1.96,USD,
NBRFF,NBRFF,2026-04-29,2026-01-31,,USD,
NC,NACCO INDUSTRIES INC - CLASS A,2026-04-29,2026-03-31,,USD,
NCAUF,NCAUF,2026-04-29,2026-03-31,,USD,
NCCBF,NCCBF,2026-04-29,2026-03-31,-1.39,USD,
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,2026-04-29,2026-03-31,0.13,USD,
NCSM,NCS MULTISTAGE HOLDINGS INC,2026-04-29,2026-03-31,1.49,USD,
NEXNF,NEXNF,2026-04-29,2026-02-28,,USD,
NFG,NATIONAL FUEL GAS COMPANY,2026-04-29,2026-03-31,2.69,USD,
NGMDF,NGMDF,2026-04-29,2026-03-31,,USD,
NGRRF,NGRRF,2026-04-29,2026-03-31,,USD,
NHTC,NATURAL HEALTH TRENDS CORP,2026-04-29,2026-03-31,,USD,
NHYDY,NHYDY,2026-04-29,2026-03-31,0.1658,USD,
NHYKF,NHYKF,2026-04-29,2026-03-31,1.66,USD,
NIPG,NIP GROUP INC,2026-04-29,2025-12-31,,USD,
NLY,ANNALY CAPITAL MANAGEMENT INC,2026-04-29,2026-03-31,0.74,USD,
NMRK,NEWMARK GROUP INC - CLASS A,2026-04-29,2026-03-31,0.26,USD,
NNDM,NANO DIMENSION LIMITED,2026-04-29,2025-12-31,,USD,
NNKEF,NNKEF,2026-04-29,2026-03-31,,USD,
NPNGY,NPNGY,2026-04-29,2026-03-31,,USD,
NPPTF,NPPTF,2026-04-29,2026-02-28,,USD,
NSARO,NSARO,2026-04-29,2026-03-31,,USD,
NSARP,NSARP,2026-04-29,2026-03-31,,USD,
NTGR,NETGEAR INC,2026-04-29,2026-03-31,-0.27,USD,
NTOIF,NTOIF,2026-04-29,2026-03-31,0.31,USD,
NTOIY,NTOIY,2026-04-29,2026-03-31,0.1832,USD,
NTZ,"NATUZZI, S.P.A.",2026-04-29,2025-12-31,,USD,
NVRVF,NVRVF,2026-04-29,2026-03-31,,USD,
NWL,NEWELL BRANDS INC,2026-04-29,2026-03-31,-0.09,USD,
NWPX,NORTHWEST PIPE COMPANY,2026-04-29,2026-03-31,0.59,USD,
OBT,ORANGE COUNTY BANCORP INC,2026-04-29,2026-03-31,0.78,USD,
OFLX,OMEGA FLEX INCORPORATED,2026-04-29,2026-03-31,,USD,
OGE,OGE ENERGY CORP,2026-04-29,2026-03-31,0.46,USD,
OMF,ONEMAIN HOLDINGS INC,2026-04-29,2026-03-31,2.07,USD,
OMH,OHMYHOME LTD,2026-04-29,2026-03-31,,USD,
ONIT,ONITY GROUP INCORPORATED,2026-04-29,2026-03-31,,USD,
OPCH,OPTION CARE HEALTH INC,2026-04-29,2026-03-31,0.4077,USD,
OPK,OPKO HEALTH INC,2026-04-29,2026-03-31,-0.07,USD,
OPWEF,OPWEF,2026-04-29,2026-02-28,,USD,
ORIS,ORIENTAL RISE HOLDINGS LIMITED,2026-04-29,2025-12-31,,USD,
ORRCF,ORRCF,2026-04-29,2026-02-28,,USD,
OSK,OSHKOSH CORP,2026-04-29,2026-03-31,1.33,USD,
OSW,ONESPAWORLD HOLDINGS LTD,2026-04-29,2026-03-31,0.22,USD,
OTEX,OPEN TEXT CORP,2026-04-29,2026-03-31,0.88,USD,
OTLY,OATLY GROUP AB,2026-04-29,2026-03-31,-0.9,USD,
PAG,PENSKE AUTOMOTIVE GROUP INC,2026-04-29,2026-03-31,3.22,USD,
PBCRF,PBCRF,2026-04-29,2026-03-31,117.95,USD,
PBHC,PATHFINDER BANCORP INC,2026-04-29,2026-03-31,,USD,
PCQRF,PCQRF,2026-04-29,2026-03-31,,USD,
PEG,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,2026-04-29,2026-03-31,1.46,USD,
PEXZF,PEXZF,2026-04-29,2026-03-31,,USD,
PFFEF,PFFEF,2026-04-29,2026-03-31,,USD,
PLUT,PLUTUS FINANCIAL GROUP LIMITED,2026-04-29,2025-12-31,,USD,
PMDRF,PMDRF,2026-04-29,2026-03-31,,USD,
PMREF,PMREF,2026-04-29,2026-03-31,,USD,
PNDXF,PNDXF,2026-04-29,2026-03-31,0.96,USD,
PNPNF,PNPNF,2026-04-29,2026-03-31,-0.07,USD,
PNTRF,PNTRF,2026-04-29,2026-02-28,,USD,
PORCF,PORCF,2026-04-29,2026-02-28,,USD,
PPC,PILGRIM`S PRIDE CORP,2026-04-29,2026-03-31,0.76,USD,
PPERF,PPERF,2026-04-29,2026-03-31,168.3,USD,
PPERY,PPERY,2026-04-29,2026-03-31,0.3954,USD,
PPL,PPL CORPORATION,2026-04-29,2026-03-31,0.61,USD,
PPRQF,PPRQF,2026-04-29,2026-03-31,,USD,
PRTC,PURETECH HEALTH PLC,2026-04-29,2025-12-31,,USD,
PRU,PRUDENTIAL FINANCIAL INC,2026-04-29,2026-03-31,3.38,USD,
PSA,PUBLIC STORAGE.,2026-04-29,2026-03-31,4.16,USD,
PSN,PARSONS CORP,2026-04-29,2026-03-31,0.63,USD,
PSTL,POSTAL REALTY TRUST INC CLS A,2026-04-29,2026-03-31,0.29,USD,
PTC,PTC INC,2026-04-29,2026-03-31,1.7,USD,
PTTWF,PTTWF,2026-04-29,2026-03-31,,USD,
PTVRF,PTVRF,2026-04-29,2026-03-31,,USD,
PUODY,PUODY,2026-04-29,2026-03-31,6.36,USD,
QBIO,QBIO,2026-04-29,2026-02-28,0,USD,
QCAAF,QCAAF,2026-04-29,2026-03-31,,USD,
QCOM,QUALCOMM INCORPORATED,2026-04-29,2026-03-31,1.89,USD,
QMCQF,QMCQF,2026-04-29,2026-02-28,,USD,
QNTO,QNTO,2026-04-29,2026-03-31,,USD,
RBBN,RIBBON COMMUNICATIONS INC - NEW,2026-04-29,2026-03-31,-0.06,USD,
RDGMF,RDGMF,2026-04-29,2026-03-31,,USD,
RDN,RADIAN GROUP INC,2026-04-29,2026-03-31,1.22,USD,
RDUFF,RDUFF,2026-04-29,2026-03-31,,USD,
REMRF,REMRF,2026-04-29,2026-03-31,,USD,
REYN,REYNOLDS CONSUMER PRODUCTS INC,2026-04-29,2026-03-31,0.24,USD,
RGR,STURM RUGER & CO. INC,2026-04-29,2026-03-31,,USD,
RIINF,RIINF,2026-04-29,2026-02-28,,USD,
RKMSF,RKMSF,2026-04-29,2026-03-31,,USD,
RM,REGIONAL MANAGEMENT CORPORATION,2026-04-29,2026-03-31,,USD,
RMDFF,RMDFF,2026-04-29,2026-02-28,,USD,
RMETF,RMETF,2026-04-29,2026-03-31,,USD,
RMIAF,RMIAF,2026-04-29,2026-03-31,,USD,
ROCK,GIBRALTAR INDUSTRIES INC,2026-04-29,2026-03-31,0.55,USD,
RRBI,RED RIVER BANCSHARES INC,2026-04-29,2026-03-31,1.69,USD,
RROYF,RROYF,2026-04-29,2026-03-31,,USD,
RSI,RUSH STREET INTERACTIVE INC - CLASS A,2026-04-29,2026-03-31,0.08,USD,
RSLBF,RSLBF,2026-04-29,2026-03-31,1.45,USD,
RUSHA,RUSH ENTERPRISES INC - CLASS A,2026-04-29,2026-03-31,0.9,USD,
RUSHB,RUSH ENTERPRISES INC - CLASS B,2026-04-29,2026-03-31,,USD,
RWT,REDWOOD TRUST INCORPORATED,2026-04-29,2026-03-31,0.29,USD,
RYN,RAYONIER INC,2026-04-29,2026-03-31,0.08,USD,
RYOOF,RYOOF,2026-04-29,2026-03-31,,USD,
RYZ,RYERSON HOLDING CORPORATION,2026-04-29,2026-03-31,,USD,
RZB,REINSURANCE GROUP OF AMERICA INC,2026-04-29,2026-03-31,,USD,
SAGT,SAGTEC GLOBAL LIMITED,2026-04-29,2025-12-31,,USD,
SAHRF,SAHRF,2026-04-29,2026-03-31,,USD,
SALQF,SALQF,2026-04-29,2026-03-31,,USD,
SAN,BANCO SANTANDER S.A.,2026-04-29,2026-03-31,0.28,EUR,
SAUHF,SAUHF,2026-04-29,2026-03-31,,USD,
SCI,SERVICE CORP INTERNATIONAL,2026-04-29,2026-03-31,1.02,USD,
SEKEF,SEKEF,2026-04-29,2026-03-31,,USD,
SEKEY,SEKEY,2026-04-29,2026-03-31,0.0706,USD,
SEUSF,SEUSF,2026-04-29,2026-03-31,,USD,
SFM,SPROUTS FARMERS MARKET INCORPORATED,2026-04-29,2026-03-31,1.67,USD,
SHEN,SHENANDOAH TELECOMMUNICATIONS COMPANY,2026-04-29,2026-03-31,-0.23,USD,
SIMO,SILICON MOTION TECHNOLOGY CORP,2026-04-29,2026-03-31,1.3,USD,
SITE,SITEONE LANDSCAPE SUPPLY INCORPORATED,2026-04-29,2026-03-31,-0.52,USD,
SKT,TANGER FACTORY OUTLET CENTERS INC,2026-04-29,2026-03-31,0.57,USD,
SLCVF,SLCVF,2026-04-29,2026-03-31,,USD,
SLGN,SILGAN HOLDINGS INC,2026-04-29,2026-03-31,0.75,USD,
SLMLF,SLMLF,2026-04-29,2026-03-31,,USD,
SLTFF,SLTFF,2026-04-29,2026-02-28,,USD,
SMAGF,SMAGF,2026-04-29,2026-03-31,,USD,
SMDRF,SMDRF,2026-04-29,2026-03-31,0.03,USD,
SMG,SCOTTS MIRACLE-GRO COMPANY - CLASS A,2026-04-29,2026-03-31,3.93,USD,pre-market
SMHI,SEACOR MARINE HOLDINGS INC,2026-04-29,2026-03-31,-0.92,USD,
SMP,STANDARD MOTOR PRODUCTS INCORPORATED,2026-04-29,2026-03-31,0.77,USD,
SOMC,SOMC,2026-04-29,2026-03-31,,USD,
SPNRF,SPNRF,2026-04-29,2026-03-31,,USD,
SPOK,SPOK HOLDINGS INCORPORATED,2026-04-29,2026-03-31,0.18,USD,
SPRQF,SPRQF,2026-04-29,2026-03-31,,USD,
SR,SPIRE INCORPORATED,2026-04-29,2026-03-31,3.95,USD,
SRBIF,SRBIF,2026-04-29,2026-03-31,,USD,
SRBK,SR BANCORP INC,2026-04-29,2026-03-31,,USD,
SRL,SCULLY ROYALTY LTD,2026-04-29,2025-12-31,,USD,
STLFF,STLFF,2026-04-29,2026-03-31,0.16,USD,
STRF,STRF,2026-04-29,2026-03-31,,USD,
STRFF,STRFF,2026-04-29,2026-03-31,,USD,
STRK,STRK,2026-04-29,2026-03-31,,USD,
SVKEF,SVKEF,2026-04-29,2026-03-31,3.78,USD,
SWDBF,SWDBF,2026-04-29,2026-03-31,6.43,USD,
SWDBY,SWDBY,2026-04-29,2026-03-31,0.7639,USD,
SWK,STANLEY BLACK & DECKER INC,2026-04-29,2026-03-31,0.61,USD,
SWNLF,SWNLF,2026-04-29,2026-03-31,,USD,
SXC,SUNCOKE ENERGY INC,2026-04-29,2026-03-31,0.08,USD,
SYIEY,SYIEY,2026-04-29,2026-03-31,0,USD,
TBMIF,TBMIF,2026-04-29,2026-03-31,,USD,
TBURF,TBURF,2026-04-29,2026-03-31,40.2,USD,
TDOC,TELADOC HEALTH INCORPORATED,2026-04-29,2026-03-31,-0.33,USD,
TETHF,TETHF,2026-04-29,2026-03-31,,USD,
TFSL,TFS FINANCIAL CORPORATION,2026-04-29,2026-03-31,0.08,USD,
THG,HANOVER INSURANCE GROUP INC,2026-04-29,2026-03-31,4.44,USD,
THLPF,THLPF,2026-04-29,2026-03-31,2.73,USD,
TKECF,TKECF,2026-04-29,2026-03-31,,USD,
TKR,TIMKEN COMPANY,2026-04-29,2026-03-31,1.51,USD,
TMTNF,TMTNF,2026-04-29,2026-03-31,1.08,USD,
TNC,TENNANT COMPANY,2026-04-29,2026-03-31,0.24,USD,
TNDM,TANDEM DIABETES CARE INC,2026-04-29,2026-03-31,-0.46,USD,
TNGMF,TNGMF,2026-04-29,2026-03-31,,USD,
TOGOF,TOGOF,2026-04-29,2026-02-28,,USD,
TRATF,TRATF,2026-04-29,2026-03-31,0.84,USD,
TROO,TROOPS INCORPORATED,2026-04-29,2025-12-31,,USD,
TROUF,TROUF,2026-04-29,2026-03-31,,USD,
TROX,TRONOX HOLDINGS PLC - CLASS A,2026-04-29,2026-03-31,-0.5,USD,
TS,TENARIS S.A.,2026-04-29,2026-03-31,0.87,USD,
TSLX,SIXTH STREET SPECIALTY LENDING INC,2026-04-29,2026-03-31,0.49,USD,
TT,TRANE TECHNOLOGIES PLC - CLASS A,2026-04-29,2026-03-31,2.56,USD,
TTE,TOTALENERGIES SE,2026-04-29,2026-03-31,1.71,USD,pre-market
TTFNF,TTFNF,2026-04-29,2026-03-31,1.8,USD,
TTMI,TTM TECHNOLOGIES INC,2026-04-29,2026-03-31,0.58,USD,
TV,GRUPO TELEVISA SOCIEDAD ANÓNIMAB.,2026-04-29,2026-03-31,-0.03,USD,
TVFCF,TVFCF,2026-04-29,2026-03-31,,USD,
TW,TRADEWEB MARKETS INCORPORATED,2026-04-29,2026-03-31,0.99,USD,
TWI,TITAN INTERNATIONAL INCORPORATED,2026-04-29,2026-03-31,0.03,USD,
TZOO,TRAVELZOO,2026-04-29,2026-03-31,0.29,USD,
UBS,UBS GROUP AG,2026-04-29,2026-03-31,0.79,USD,
UDMY,UDEMY INCORPORATED,2026-04-29,2026-03-31,-0.02,USD,
UDR,UDR INC,2026-04-29,2026-03-31,0.62,USD,
UE,URBAN EDGE PROPERTIES,2026-04-29,2026-03-31,0.36,USD,
UFI,UNIFI INCORPORATED,2026-04-29,2026-03-31,-0.22,USD,
UIS,UNISYS CORP,2026-04-29,2026-03-31,-0.38,USD,
UPMKF,UPMKF,2026-04-29,2026-03-31,0.32,USD,
URANF,URANF,2026-04-29,2026-03-31,,USD,
USLM,UNITED STATES LIME & MINERALS INC,2026-04-29,2026-03-31,,USD,
USSHF,USSHF,2026-04-29,2026-02-28,,USD,
UTHR,UNITED THERAPEUTICS CORP,2026-04-29,2026-03-31,6.72,USD,
UXIN,UXIN LIMITED,2026-04-29,2025-12-31,,USD,
VAL,VALARIS LIMITED,2026-04-29,2026-03-31,0.29,USD,
VDOMF,VDOMF,2026-04-29,2026-03-31,,USD,
VDRFF,VDRFF,2026-04-29,2026-03-31,,USD,
VICI,VICI PROPERTIES INC,2026-04-29,2026-03-31,0.61,USD,
VIMGF,VIMGF,2026-04-29,2026-03-31,0.03,USD,
VLMGF,VLMGF,2026-04-29,2026-02-28,,USD,
VLVCY,VLVCY,2026-04-29,2026-03-31,,USD,
VLVOF,VLVOF,2026-04-29,2026-03-31,0.46,USD,
VMC,VULCAN MATERIALS COMPANY,2026-04-29,2026-03-31,1.31,USD,
VTR,VENTAS INC,2026-04-29,2026-03-31,0.9,USD,
WAY,WAYSTAR HOLDING CORPORATION,2026-04-29,2026-03-31,0.35,USD,
WCC-PA,WCC-PA,2026-04-29,2026-03-31,,USD,
WCPRF,WCPRF,2026-04-29,2026-03-31,0.2,USD,
WDC,WESTERN DIGITAL CORP,2026-04-29,2026-03-31,2.23,USD,
WEX,WEX INC,2026-04-29,2026-03-31,3.44,USD,
WGS,GENEDX HOLDINGS CORP - CLASS A,2026-04-29,2026-03-31,-0.06,USD,
WH,WYNDHAM HOTELS & RESORTS INC,2026-04-29,2026-03-31,0.87,USD,
WHD,CACTUS INC - CLASS A,2026-04-29,2026-03-31,0.59,USD,
WHG,WESTWOOD HOLDINGS GROUP INC,2026-04-29,2026-03-31,,USD,
WING,WINGSTOP INC,2026-04-29,2026-03-31,1.04,USD,
WMMVF,WMMVF,2026-04-29,2026-03-31,0.75,USD,
WNC,WABASH NATIONAL CORP,2026-04-29,2026-03-31,-1.01,USD,
WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,2026-04-29,2026-03-31,0.1947,USD,
WSR,WHITESTONE REIT,2026-04-29,2026-03-31,0.27,USD,
WTBDY,WTBDY,2026-04-29,2026-02-28,,USD,
WWTIF,WWTIF,2026-04-29,2026-03-31,,USD,
XPO,XPO INC,2026-04-29,2026-03-31,0.88,USD,
XPRO,EXPRO GROUP HOLDINGS N.V.,2026-04-29,2026-03-31,0.01,USD,
XRX,XEROX HOLDINGS CORP,2026-04-29,2026-03-31,-0.0423,USD,
XTLB,XTL BIOPHARMACEUTICALS LIMITED,2026-04-29,2025-12-31,,USD,
XTRRF,XTRRF,2026-04-29,2026-03-31,,USD,
YATRY,YATRY,2026-04-29,2026-03-31,,USD,
YUM,YUM BRANDS INC,2026-04-29,2026-03-31,1.37,USD,
YUMC,YUM CHINA HOLDINGS INCORPORATED,2026-04-29,2026-03-31,0.88,USD,
ZLSCF,ZLSCF,2026-04-29,2026-03-31,-0.05,USD,
AAGFF,AAGFF,2026-04-30,2026-02-28,,USD,
AAOI,APPLIED OPTOELECTRONICS INC,2026-04-30,2026-03-31,-0.0498,USD,
ABNB,AIRBNB INC - CLASS A,2026-04-30,2026-03-31,0.31,USD,
ACGYF,ACGYF,2026-04-30,2026-03-31,0.36,USD,
AD,ARRAY DIGITAL INFRASTRUCTURE INC,2026-04-30,2026-03-31,0.2344,USD,
ADNT,ADIENT PLC,2026-04-30,2026-03-31,0.4429,USD,
ADSE,ADS-TEC ENERGY PLC,2026-04-30,2026-03-31,,USD,
AES,AES CORP,2026-04-30,2026-03-31,0.4092,USD,
AFBI,AFFINITY BANCSHARES INC,2026-04-30,2026-03-31,,USD,
AFLYY,AFLYY,2026-04-30,2026-03-31,0,USD,
AFRAF,AFRAF,2026-04-30,2026-03-31,-0.42,USD,
AHFCF,AHFCF,2026-04-30,2026-03-31,,USD,
AIG,AMERICAN INTERNATIONAL GROUP INC,2026-04-30,2026-03-31,1.93,USD,
AIP,ARTERIS INC,2026-04-30,2026-03-31,-0.0575,USD,
AIXXF,AIXXF,2026-04-30,2026-03-31,-0.02,USD,
ALBAF,ALBAF,2026-04-30,2026-02-28,,USD,
ALHC,ALIGNMENT HEALTHCARE INC,2026-04-30,2026-03-31,0.0121,USD,
ALLDF,ALLDF,2026-04-30,2026-03-31,0.32,USD,
ALNPF,ALNPF,2026-04-30,2026-03-31,18.67,USD,
ALRGF,ALRGF,2026-04-30,2026-03-31,,USD,
ALZCF,ALZCF,2026-04-30,2026-03-31,,USD,
AMCCF,AMCCF,2026-04-30,2026-03-31,0.96,USD,
AME,AMETEK INC,2026-04-30,2026-03-31,1.89,USD,
AMH,AMERICAN HOMES 4 RENT - CLASS A,2026-04-30,2026-03-31,0.2187,USD,
AMN,AMN HEALTHCARE SERVICES INC,2026-04-30,2026-03-31,0.084,USD,
AMSYF,AMSYF,2026-04-30,2026-03-31,0.88,USD,
AORT,ARTIVION INC,2026-04-30,2026-03-31,0.042,USD,
APD,AIR PRODUCTS & CHEMICALS INC,2026-04-30,2026-03-31,3.05,USD,
APLE,APPLE HOSPITALITY REIT INC,2026-04-30,2026-03-31,0.12,USD,
